meeting_date,packet,report_dates,vendor_num,vendor,description,invoice_date,amount,gl_account,gl_title
2025-11-25,2025-11-25-evt386,11/12/2025-11/25/2025,1371,United Merchants Bank,10-2025 STAT Certified Letter for Public Hearing,10/31/2025,220.08,10-41-17,POSTAGE
2025-11-25,2025-11-25-evt386,11/12/2025-11/25/2025,1371,United Merchants Bank,10-2025 STAT Certified Letter - Code Violation,10/31/2025,10.77,10-41-17,POSTAGE
2025-11-25,2025-11-25-evt386,11/12/2025-11/25/2025,1371,United Merchants Bank,10-2025 STAT Bi-Annual Maintenance Furnace &,10/31/2025,59.85,10-41-25,TOWN HALL EXPENSE
2025-11-25,2025-11-25-evt386,11/12/2025-11/25/2025,1371,United Merchants Bank,10-2025 STAT Hotel for CML Conf. 10/21 -10/24,10/31/2025,567.33,10-41-26,"TRAVEL, MEETINGS & TRAI"
2025-11-25,2025-11-25-evt386,11/12/2025-11/25/2025,1371,United Merchants Bank,10-2025 STAT Water Tools - Misc,10/31/2025,340.91,60-50-77,MACHINERY & EQUIPMENT
2025-11-25,2025-11-25-evt386,11/12/2025-11/25/2025,1371,United Merchants Bank,10-2025 STAT Streets Curbs & Pads repairs,10/31/2025,86.81,10-45-74,MACHINERY & EQUIPMENT
2025-11-25,2025-11-25-evt386,11/12/2025-11/25/2025,1371,United Merchants Bank,10-2025 STAT Ice Melt,10/31/2025,880.11,10-45-42,SNOW REMOVAL
2025-11-25,2025-11-25-evt386,11/12/2025-11/25/2025,946,Varner Equipment,51015 Sander Controls on Plow Truck,10/06/2025,1122.89,10-45-42,SNOW REMOVAL
2025-11-25,2025-11-25-evt386,11/12/2025-11/25/2025,946,Varner Equipment,51015 Weld Set,10/06/2025,54.8,10-45-25,SHOP EXPENSE
2025-11-25,2025-11-25-evt386,11/12/2025-11/25/2025,946,Varner Equipment,51015 Weld Set,10/06/2025,54.8,10-46-25,SHOP EXPENSE
2025-11-25,2025-11-25-evt386,11/12/2025-11/25/2025,51015,,Weld Set,10/06/2025,54.8,80-52-25,SHOP EXPENSE
2025-11-25,2025-11-25-evt386,11/12/2025-11/25/2025,946,Varner Equipment,51015 Weld Set,10/06/2025,54.79,70-51-25,SHOP EXPENSE
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1352,ADP. INC,707367925 Admin Payroll,12/12/2025,58.53,10-41-20,"LEGAL, ENGINEERING & PR"
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1352,"ADP, INC",707367925 PD Payroll,12/12/2025,68.99,10-42-20,"LEGAL, ENGINEERING & PR"
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1352,"ADP, INC",707367925 WasteWater Payroll,12/12/2025,27.18,70-51-20,"LEGAL, ENGINEERING & PR"
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1352,"ADP, INC",707367925 Water Payroll,12/12/2025,27.18,60-50-20,"LEGAL, ENGINEERING & PR"
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1352,"ADP, INC",707367925 Sanitation Payroll,12/12/2025,27.17,80-52-20,"LEGAL, ENGINEERING & PR"
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,749,AFLAC,064169 11.202 AFLAC ACH,11/25/2025,97.08,10-0225,AFLAC COVERAGE
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1483,Best Sand & Gravel LLC,1891 Sanitation Capital Outlay,12/08/2025,702.64,80-52-70,CAPITAL OUTLAY
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1483,Best Sand & Gravel LLC,1915 Sanitation Capital Outlay,12/11/2025,3365.79,80-52-70,CAPITAL OUTLAY
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,987,Black Hills Energy,0878 8320 35 1 Blackhills 0878 8320 35 11.2025,12/19/2025,398.82,10-46-28,UTILITIES
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,987,Black Hills Energy,5058 0395 92 1 Blackhills 5058 0395 92 11.2025,12/19/2025,214.4,10-45-28,UTILITIES
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,987,Black Hills Energy,5058 0395 92 1 Blackhills 5058 0395 92 11.2025,12/19/2025,214.4,60-50-28,UTILITIES
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,987,Black Hills Energy,5058 0395 92 1 Blackhills 5058 0395 92 11.2025,12/19/2025,214.4,70-51-28,UTILITIES
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,987,Black Hills Energy,5058 0395 92 1 Blackhills 5058 0395 92 11.2025,12/19/2025,214.39,80-52-28,UTILITIES
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,987,Black Hills Energy,5315 7128 97 1 Blackhills 5315 7128 97 11.2025,12/19/2025,145.05,10-41-28,UTILITIES
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,987,Black Hills Energy,5315 7128 97 1 Blackhills 5315 7128 97 11.2025,12/19/2025,145.05,10-42-28,UTILITIES
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,987,Black Hills Energy,6105 0523 99 1 Blackhills 6105 0523 99 11.2025,12/19/2025,19.22,10-45-28,UTILITIES
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,987,Black Hills Energy,6105 0523 99 1 Blackhills 6105 0523 99 11.2025,12/19/2025,19.22,60-50-28,UTILITIES
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,987,Black Hills Energy,6105 0523 99 1 Blackhills 6105 0523 99 11.2025,12/19/2025,19.22,70-51-28,UTILITIES
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,987,Black Hills Energy,6105 0523 99 1 Blackhills 6105 0523 99 11.2025,12/19/2025,19.22,80-52-28,UTILITIES
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,987,Black Hills Energy,9843 0215 04 1 Blackhills 9843 0215 04 11.2025,12/19/2025,140.2,60-50-28,UTILITIES
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1307,Bruin Waste,1439502 Water Operating Supplies,12/10/2025,119.75,60-50-16,OPERATING SUPPLIES
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1284,Cedar Creek Supply LLC,INV-0695 Wastewater Operating Supplies,12/04/2025,1401.6,70-51-16,OPERATING SUPPLIES
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1284,Cedar Creek Supply LLC,INV-0696 Water Lamborn Chemicals,12/04/2025,365.4,60-50-14,CHEMICALS
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,673,City Of Grand Junction,103833 Wastewater Lab,12/12/2025,138.0,70-51-20,"LEGAL, ENGINEERING & PR"
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1392,Clayton M. Buchner Attorney at La,0897 legal,12/01/2025,2178.0,10-41-20,"LEGAL, ENGINEERING & PR"
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,286,Delta County Clerk & Recorder,NOV 2025 ELE Admin Legal,12/05/2025,925.09,10-41-20,"LEGAL, ENGINEERING & PR"
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1183,Delta County Independent,8DFD59D8-013 Admin Publishing,12/05/2025,3.1,10-41-30,PUBLISHING & ADS
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1183,Delta County Independent,8DFD59D8-013 PD Publishing,12/05/2025,3.1,10-42-30,PUBLISHING & ADS
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1183,Delta County Independent,8DFD59D8-013 Water Publishing,12/05/2025,3.1,60-50-30,PUBLISHING & ADS
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1183,Delta County Independent,8DFD59D8-013 Wasterwater Publishing,12/05/2025,3.09,70-51-30,PUBLISHING & ADS
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1183,Delta County Independent,8DFD59D8-013 Sanitation Publishing,12/05/2025,3.09,80-52-30,PUBLISHING & ADS
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1183,Delta County Independent,8DFD59D8-013 Admin Publishing,12/12/2025,15.84,10-41-30,PUBLISHING & ADS
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1183,Delta County Independent,8DFD59D8-013 Admin Publishing,12/12/2025,1.87,10-41-30,PUBLISHING & ADS
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1183,Delta County Independent,8DFD59D8-013 PD Publishing,12/12/2025,1.87,10-42-30,PUBLISHING & ADS
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1183,Delta County Independent,8DFD59D8-013 Water Publishing,12/12/2025,1.87,60-50-30,PUBLISHING & ADS
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1183,Delta County Independent,8DFD59D8-013 Wastewater Publishing,12/12/2025,1.87,70-51-30,PUBLISHING & ADS
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1183,Delta County Independent,8DFD59D8-013 Sanitation Publishing,12/12/2025,1.88,80-52-30,PUBLISHING & ADS
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,986,Elevate Fiber,11.2025 STATE Internet,12/10/2025,40.0,10-41-29,TELEPHONE & INTERNET
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,986,Elevate Fiber,11.2025 STATE Internet,12/10/2025,40.0,10-42-29,TELEPHONE & INTERNET
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,986,Elevate Fiber,11.2025 STATE Internet,12/10/2025,79.99,60-50-29,TELEPHONE & INTERNET
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,986,Elevate Fiber,11.2025 STATE Internet,12/10/2025,79.98,70-51-29,TELEPHONE & INTERNET
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,986,Elevate Fiber,11.2025 STATE Internet,12/10/2025,79.98,80-52-29,TELEPHONE & INTERNET
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,986,Elevate Fiber,11.2025 STATE Internet,12/10/2025,129.94,60-50-29,TELEPHONE & INTERNET
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,986,Elevate Fiber,11.2025 STATE Internet,12/10/2025,10.0,10-45-29,TELEPHONE & INTERNET
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,986,Elevate Fiber,11.2025 STATE Internet,12/10/2025,10.0,10-46-29,TELEPHONE & INTERNET
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,986,Elevate Fiber,11.2025 STATE Internet,12/10/2025,19.99,60-50-29,TELEPHONE & INTERNET
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,986,Elevate Fiber,11.2025 STATE Internet,12/10/2025,19.98,70-51-29,TELEPHONE & INTERNET
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,986,Elevate Fiber,11.2025 STATE Internet,12/10/2025,19.98,80-52-29,TELEPHONE & INTERNET
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,986,Elevate Fiber,11.2025 STATE Internet,12/10/2025,79.95,70-51-29,TELEPHONE & INTERNET
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,986,Elevate Fiber,11.2025 STATE Internet,12/10/2025,297.2,60-50-29,TELEPHONE & INTERNET
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,986,Elevate Fiber,11.2025 STATE Internet,12/10/2025,49.0,60-50-29,TELEPHONE & INTERNET
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1190,Empower Trust Company LLC,1366331088 Retirement Plan PPE,12/12/2025,3513.97,10-0220,RETIREMENT PLAN
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1221,ENVIRO-CHEM ANALYTICAL IN,14171300 Wastewater Legal,12/12/2025,65.3,70-51-20,"LEGAL, ENGINEERING & PR"
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,888,"Filter Tech Systems, Inc.",INVFTS9918 Water Dues & Sunscriptions,12/12/2025,99.0,60-50-31,DUES & SUBSCRIPTIONS
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1246,Green Analytical Laboratories,2512044 Water Labs,12/17/2025,739.0,60-50-20,"LEGAL, ENGINEERING & PR"
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1482,"Istonish, Inc.",INV-0873 Admin Professional Services,11/30/2025,700.0,10-41-20,"LEGAL, ENGINEERING & PR"
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1482,"Istonish, Inc.",INV-0873 PD Professional Services,11/30/2025,700.0,10-42-20,"LEGAL, ENGINEERING & PR"
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1482,"Istonish, Inc.",INV-0873 Water Professional Services,11/30/2025,700.0,60-50-20,"LEGAL, ENGINEERING & PR"
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1482,"Istonish, Inc.",INV-0873 Sewer Professional Services,11/30/2025,700.0,70-51-20,"LEGAL, ENGINEERING & PR"
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1482,"Istonish, Inc.",INV-0873 Sanitation Professional Services,11/30/2025,700.0,80-52-20,"LEGAL, ENGINEERING & PR"
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1369,IWORQ,214710 Streets Dues & Subscriptions,12/02/2025,700.0,10-45-31,DUES & SUBSCRIBTIONS
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1369,IWORQ,214710 Parks Dues & Subscriptions,12/02/2025,700.0,10-46-31,DUES & SUBSCRIPTIONS
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1369,IWORQ,214710 Water Dues & Subscriptions,12/02/2025,1867.0,60-50-31,DUES & SUBSCRIPTIONS
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1369,IWORQ,214710 Wastewater Dues & Subscriptions,12/02/2025,1867.0,70-51-31,DUES & SUBSCRIPTIONS
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1369,IWORQ,214710 San Dues & Subscriptions,12/02/2025,1866.0,80-52-31,DUES & SUBSCRIPTIONS
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1484,"KLM Engineering, Inc.",11236 Water Capital Outlay Water Tank,12/16/2025,87981.0,60-50-72,CAP OUTLAY-Water Tank Reli
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1477,Markleys Precision Company LLC,PAY APP 2 - 2 Water 2MG Tank Rehab,12/26/2025,63664.31,60-50-72,CAP OUTLAY-Water Tank Reli
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,763,Mesa County Public Health Regio,16763 Water Professional Services,12/03/2025,25.0,60-50-20,"LEGAL, ENGINEERING & PR"
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,763,Mesa County Public Health Regio,16787 Water Professional Services,12/03/2025,25.0,60-50-20,"LEGAL, ENGINEERING & PR"
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1456,Nazarenus Stack & Wombacher L,7947 Water Legal,12/04/2025,4219.0,60-50-20,"LEGAL, ENGINEERING & PR"
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1456,Nazarenus Stack & Wombacher L,7948 Water Legal,11/04/2025,5270.0,60-50-20,"LEGAL, ENGINEERING & PR"
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,141,North Fork Service (Reedy's),11.30.2025 ST WATER FUEL,12/01/2025,244.56,60-50-23,VEHICLE EXPENSE
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,141,North Fork Service (Reedy's),11.30.2025 ST STREETS FUEL,12/01/2025,244.56,10-45-23,VEHICLE EXPENSE
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,141,North Fork Service (Reedy's),11.30.2025 ST PARKS FUEL,12/01/2025,244.56,10-46-23,VEHICLE EXPENSE
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,141,North Fork Service (Reedy's),11.30.2025 ST SANITATION FUEL,12/01/2025,244.56,80-52-23,VEHICLE EXPENSE
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,141,North Fork Service (Reedy's),11.30.2025 ST WASTEWATER FUEL,12/01/2025,244.56,70-51-23,VEHICLE EXPENSE
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,141,North Fork Service (Reedy's),11.30.2025 ST PD Fuel Nov 2025,12/01/2025,855.42,10-42-23,VEHICLE EXPENSE
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1033,Pack Shack,DEC 2025 STA Streets Operating Supplies,11/30/2025,8.75,10-45-16,OPERATING SUPPLIES
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1033,Pack Shack,DEC 2025 STA Sanitation Operating Supplies,11/30/2025,8.75,70-51-16,OPERATING SUPPLIES
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1481,Peak Digital Office Solutions,73440 Admin Professional Services,12/08/2025,1939.37,10-41-20,"LEGAL, ENGINEERING & PR"
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1481,Peak Digital Office Solutions,73440 Water Professional Services,12/08/2025,1939.37,60-50-20,"LEGAL, ENGINEERING & PR"
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1481,Peak Digital Office Solutions,73440 Sewer Professional Services,12/08/2025,1939.38,70-51-20,"LEGAL, ENGINEERING & PR"
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1481,Peak Digital Office Solutions,73440 Sanitation Professional Services,12/08/2025,1939.38,80-52-20,"LEGAL, ENGINEERING & PR"
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1224,Rhinehart Oil Co.,157192CT Vehicle Expense,11/30/2025,489.32,80-52-23,VEHICLE EXPENSE
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1335,"SGM, INC.",2013-471.013- Water Capital Outlay Water Tank,12/16/2025,2227.5,60-50-72,CAP OUTLAY-Water Tank Reli
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1335,"SGM, INC.",2013-471.014- Streets Capital Outlay 5th St,12/16/2025,490.75,10-45-72,CAP OUTLAY-5th ST REALIG
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1170,Shums Coda Associates,INVOICE 1996 Building Legal,11/14/2025,180.0,10-43-20,"LEGAL, ENGINEERING & PR"
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,152,"Southwestern Systems, Inc",203569 Wastewater Legal,11/10/2025,977.55,70-51-20,LEGAL. ENGINEERING & PR
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,152,"Southwestern Systems, Inc",203585 Wastewater Legal,12/09/2025,468.0,70-51-20,"LEGAL, ENGINEERING & PR"
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,152,"Southwestern Systems, Inc",203589 Wastewater Legal,12/17/2025,9444.55,70-51-20,LEGAL. ENGINEERING & PR
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1283,Sustainable Futures LLC,CODE REVISI Grant Projects,12/03/2025,4050.0,10-41-75,GRANT PROJECTS
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,833,U.S. Geological Survey,90131195 Gaging Station,09/11/2025,4620.0,70-51-43,GAUGING STATION
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1064,"Wain, Simon",12.31.2025 TR Streets Professional Services,12/12/2025,5000.0,10-45-20,"LEGAL, ENGINEERING & PR"
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1436,Xpress Bill Pay,INV-XPR03070 Admin Dues & Subscriptions,11/30/2025,8.06,10-41-31,DUES & SUBSCRIPTIONS
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1436,Xpress Bill Pay,INV-XPR03070 PD Dues & Subscriptions,11/30/2025,16.11,10-42-31,DUES & SUBSCRIPTIONS
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1436,Xpress Bill Pay,INV-XPR03070 Building Dues & Subscriptions,11/30/2025,16.11,10-43-31,DUES & SUBSCRITPIONS
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1436,Xpress Bill Pay,INV-XPR03070 Water Fees & Permits,11/30/2025,40.28,60-50-31,DUES & SUBSCRIPTIONS
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1436,Xpress Bill Pay,INV-XPR03070 Waster Water Dues & Subscriptio,11/30/2025,40.28,70-51-31,DUES & SUBSCRIPTIONS
2025-12-30,2025-12-30-evt549,12/10/2025-12/30/2025,1436,Xpress Bill Pay,INV-XPR03070 San Dues & Subscriptions,11/30/2025,40.28,80-52-31,DUES & SUBSCRIPTIONS
2026-01-13,2026-01-13-evt495,11/25/2025-1/13/2026,1485,Alpha Plumbing & Heating,2025-17532 BUILDING IMPROVEMENTS,12/30/2025,77.22,10-41-73,BUILDING IMPROVEMENTS
2026-01-13,2026-01-13-evt495,11/25/2025-1/13/2026,1485,Alpha Plumbing & Heating,2025-17532 BUILDING IMPROVEMENTS,12/30/2025,77.22,60-50-76,BUILDING IMPROVEMENTS
2026-01-13,2026-01-13-evt495,11/25/2025-1/13/2026,1485,Alpha Plumbing & Heating,2026-17565 BUILDING IMPROVEMENTS,01/06/2026,412.5,10-41-73,BUILDING IMPROVEMENTS
2026-01-13,2026-01-13-evt495,11/25/2025-1/13/2026,1485,Alpha Plumbing & Heating,2026-17565 BUILDING IMPROVEMENTS,01/06/2026,412.5,60-50-76,BUILDING IMPROVEMENTS
2026-01-13,2026-01-13-evt495,11/25/2025-1/13/2026,1485,Alpha Plumbing & Heating,2026-17565 BUILDING IMPROVEMENTS,01/06/2026,425.0,70-51-76,BUILDING IMPROVEMENTS
2026-01-13,2026-01-13-evt495,11/25/2025-1/13/2026,1341,AMAZON BUSINESS,1QFM-1NRY-G TOWN HALL EXPENSES,01/01/2026,49.99,10-41-25,TOWN HALL EXPENSE
2026-01-13,2026-01-13-evt495,11/25/2025-1/13/2026,1444,AMKO Bond Services LLC,2025019 PROF SERV,12/23/2025,125.0,60-50-20,"LEGAL, ENGINEERING & PR"
2026-01-13,2026-01-13-evt495,11/25/2025-1/13/2026,1444,AMKO Bond Services LLC,2025019 PROF SERV,12/23/2025,125.0,70-51-20,"LEGAL, ENGINEERING & PR"
2026-01-13,2026-01-13-evt495,11/25/2025-1/13/2026,1245,"Archuleta, Benny",ARCH 12-2025 PROF SERV,01/01/2026,750.0,60-50-20,"LEGAL, ENGINEERING & PR"
2026-01-13,2026-01-13-evt495,11/25/2025-1/13/2026,1245,"Archuleta, Benny",ARCH 12-2025 PROF SERV,01/01/2026,750.0,70-51-20,"LEGAL, ENGINEERING & PR"
2026-01-13,2026-01-13-evt495,11/25/2025-1/13/2026,654,"Badger Meter, Inc.",80220434 Water Metering SERV,12/24/2025,81.44,60-50-31,DUES & SUBSCRIPTIONS
2026-01-13,2026-01-13-evt495,11/25/2025-1/13/2026,654,"Badger Meter, Inc.",80220434 ANN Annual Login License,12/24/2025,720.0,60-50-31,DUES & SUBSCRIPTIONS
2026-01-13,2026-01-13-evt495,11/25/2025-1/13/2026,1478,BBE,705572-001 PILOT BADGER METERS,12/22/2025,1850.0,60-50-70,CAP OUTLAY-WATER
2026-01-13,2026-01-13-evt495,11/25/2025-1/13/2026,1478,BBE,705572-002 CELLULAR READ PILOT,01/05/2026,120.0,60-50-70,CAP OUTLAY-WATER
2026-01-13,2026-01-13-evt495,11/25/2025-1/13/2026,1307,Bruin Waste,1545069 OPERATING SUPPLIES,01/07/2026,122.75,60-50-16,OPERATING SUPPLIES
2026-01-13,2026-01-13-evt495,11/25/2025-1/13/2026,1450,Colorado Complete Clean LLC,1503 Cleaning Services Admin,12/31/2025,675.0,10-41-20,"LEGAL, ENGINEERING & PR"
2026-01-13,2026-01-13-evt495,11/25/2025-1/13/2026,1450,Colorado Complete Clean LLC,1503 Cleaning Services PD,12/31/2025,168.75,10-42-20,"LEGAL, ENGINEERING & PR"
2026-01-13,2026-01-13-evt495,11/25/2025-1/13/2026,1450,Colorado Complete Clean LLC,1503 Cleaning Services Water,12/31/2025,168.75,60-50-20,"LEGAL, ENGINEERING & PR"
2026-01-13,2026-01-13-evt495,11/25/2025-1/13/2026,1450,Colorado Complete Clean LLC,1503 Cleaning Services Sewer,12/31/2025,168.75,70-51-20,"LEGAL, ENGINEERING & PR"
2026-01-13,2026-01-13-evt495,11/25/2025-1/13/2026,1450,Colorado Complete Clean LLC,1503 Cleaning Services Trash,12/31/2025,168.75,80-52-20,"LEGAL, ENGINEERING & PR"
2026-01-13,2026-01-13-evt495,11/25/2025-1/13/2026,1367,EAGLE WASH,1021 VEHICLE EXPENSE,12/21/2025,62.31,10-42-23,VEHICLE EXPENSE
2026-01-13,2026-01-13-evt495,11/25/2025-1/13/2026,1367,EAGLE WASH,1021 VEHICLE EXPENSE,12/21/2025,11.12,10-45-23,VEHICLE EXPENSE
2026-01-13,2026-01-13-evt495,11/25/2025-1/13/2026,1367,EAGLE WASH,1021 VEHICLE EXPENSE,12/21/2025,11.13,10-45-23,VEHICLE EXPENSE
2026-01-13,2026-01-13-evt495,11/25/2025-1/13/2026,1367,EAGLE WASH,1021 VEHICLE EXPENSE,12/21/2025,11.13,80-52-23,VEHICLE EXPENSE
2026-01-13,2026-01-13-evt495,11/25/2025-1/13/2026,1367,EAGLE WASH,1021 VEHICLE EXPENSE,12/21/2025,11.13,60-50-23,VEHICLE EXPENSE
2026-01-13,2026-01-13-evt495,11/25/2025-1/13/2026,1367,EAGLE WASH,1021 VEHICLE EXPENSE,12/21/2025,11.13,70-51-23,VEHICLE EXPENSE
2026-01-13,2026-01-13-evt495,11/25/2025-1/13/2026,1190,Empower Trust Company LLC,454843 Group Qtrly Fee 9/16/2025-12/15/,12/22/2025,100.0,10-41-20,"LEGAL, ENGINEERING & PR"
2026-01-13,2026-01-13-evt495,11/25/2025-1/13/2026,1190,Empower Trust Company LLC,454843 QUARTLY FEE 9/16/2025 TO 12/,12/22/2025,100.0,10-42-20,"LEGAL, ENGINEERING & PR"
2026-01-13,2026-01-13-evt495,11/25/2025-1/13/2026,1190,Empower Trust Company LLC,454843 QUARTLY FEE 9/16/2025 TO 12/,12/22/2025,100.0,60-50-20,"LEGAL, ENGINEERING & PR"
2026-01-13,2026-01-13-evt495,11/25/2025-1/13/2026,1190,Empower Trust Company LLC,454843 QUARTLY FEE 9/16/2025 TO 12/,12/22/2025,100.0,70-51-20,"LEGAL, ENGINEERING & PR"
2026-01-13,2026-01-13-evt495,11/25/2025-1/13/2026,1190,Empower Trust Company LLC,454843 QUARTLY FEE 9/16/2025 TO 12/,12/22/2025,100.0,80-52-20,"LEGAL, ENGINEERING & PR"
2026-01-13,2026-01-13-evt495,11/25/2025-1/13/2026,1314,Every Little Detail,059017 VEHICLE EXPENSE,01/05/2026,225.0,10-42-23,VEHICLE EXPENSE
2026-01-13,2026-01-13-evt495,11/25/2025-1/13/2026,295,Hellman Chevrolet Inc,EQUINOX 12-2 VEHICLE EXPENSE,12/19/2025,895.61,10-42-23,VEHICLE EXPENSE
2026-01-13,2026-01-13-evt495,11/25/2025-1/13/2026,645,"Mail Services, LLC.",2009067 Postage,11/28/2025,196.56,60-50-17,POSTAGE
2026-01-13,2026-01-13-evt495,11/25/2025-1/13/2026,645,"Mail Services, LLC.",2009067 Postage,11/28/2025,190.78,70-51-17,POSTAGE
2026-01-13,2026-01-13-evt495,11/25/2025-1/13/2026,645,"Mail Services, LLC.",2009067 Postage,11/28/2025,190.78,80-52-17,POSTAGE
2026-01-13,2026-01-13-evt495,11/25/2025-1/13/2026,763,Mesa County Public Health Regio,17009 PROF SERV,01/07/2026,30.0,60-50-20,"LEGAL, ENGINEERING & PR"
